@relation ??

@attribute id {ID12101,ID12102,ID12103,ID12104,ID12105,ID12106,ID12107,ID12108,ID12109,ID12110,ID12111,ID12112,ID12113,ID12114,ID12115,ID12116,ID12117,ID12118,ID12119,ID12120,ID12121,ID12122,ID12123,ID12124,ID12125,ID12126,ID12127,ID12128,ID12129,ID12130,ID12131,ID12132,ID12133,ID12134,ID12135,ID12136,ID12137,ID12138,ID12139,ID12140,ID12141,ID12142,ID12143,ID12144,ID12145,ID12146,ID12147,ID12148,ID12149,ID12150,ID12151,ID12152,ID12153,ID12154,ID12155,ID12156,ID12157,ID12158,ID12159,ID12160,ID12161,ID12162,ID12163,ID12164,ID12165,ID12166,ID12167,ID12168,ID12169,ID12170,ID12171,ID12172,ID12173,ID12174,ID12175,ID12176,ID12177,ID12178,ID12179,ID12180,ID12181,ID12182,ID12183,ID12184,ID12185,ID12186,ID12187,ID12188,ID12189,ID12190,ID12191,ID12192,ID12193,ID12194,ID12195,ID12196,ID12197,ID12198,ID12199,ID12200,ID12201,ID12202,ID12203,ID12204,ID12205,ID12206,ID12207,ID12208,ID12209,ID12210,ID12211,ID12212,ID12213,ID12214,ID12215,ID12216,ID12217,ID12218,ID12219,ID12220,ID12221,ID12222,ID12223,ID12224,ID12225,ID12226,ID12227,ID12228,ID12229,ID12230,ID12231,ID12232,ID12233,ID12234,ID12235,ID12236,ID12237,ID12238,ID12239,ID12240,ID12241,ID12242,ID12243,ID12244,ID12245,ID12246,ID12247,ID12248,ID12249,ID12250,ID12251,ID12252,ID12253,ID12254,ID12255,ID12256,ID12257,ID12258,ID12259,ID12260,ID12261,ID12262,ID12263,ID12264,ID12265,ID12266,ID12267,ID12268,ID12269,ID12270,ID12271,ID12272,ID12273,ID12274,ID12275,ID12276,ID12277,ID12278,ID12279,ID12280,ID12281,ID12282,ID12283,ID12284,ID12285,ID12286,ID12287,ID12288,ID12289,ID12290,ID12291,ID12292,ID12293,ID12294,ID12295,ID12296,ID12297,ID12298,ID12299,ID12300,ID12301,ID12302,ID12303,ID12304,ID12305,ID12306,ID12307,ID12308,ID12309,ID12310,ID12311,ID12312,ID12313,ID12314,ID12315,ID12316,ID12317,ID12318,ID12319,ID12320,ID12321,ID12322,ID12323,ID12324,ID12325,ID12326,ID12327,ID12328,ID12329,ID12330,ID12331,ID12332,ID12333,ID12334,ID12335,ID12336,ID12337,ID12338,ID12339,ID12340,ID12341,ID12342,ID12343,ID12344,ID12345,ID12346,ID12347,ID12348,ID12349,ID12350,ID12351,ID12352,ID12353,ID12354,ID12355,ID12356,ID12357,ID12358,ID12359,ID12360,ID12361,ID12362,ID12363,ID12364,ID12365,ID12366,ID12367,ID12368,ID12369,ID12370,ID12371,ID12372,ID12373,ID12374,ID12375,ID12376,ID12377,ID12378,ID12379,ID12380,ID12381,ID12382,ID12383,ID12384,ID12385,ID12386,ID12387,ID12388,ID12389,ID12390,ID12391,ID12392,ID12393,ID12394,ID12395,ID12396,ID12397,ID12398,ID12399,ID12400,ID12401,ID12402,ID12403,ID12404,ID12405,ID12406,ID12407,ID12408,ID12409,ID12410,ID12411,ID12412,ID12413,ID12414,ID12415,ID12416,ID12417,ID12418,ID12419,ID12420,ID12421,ID12422,ID12423,ID12424,ID12425,ID12426,ID12427,ID12428,ID12429,ID12430,ID12431,ID12432,ID12433,ID12434,ID12435,ID12436,ID12437,ID12438,ID12439,ID12440,ID12441,ID12442,ID12443,ID12444,ID12445,ID12446,ID12447,ID12448,ID12449,ID12450,ID12451,ID12452,ID12453,ID12454,ID12455,ID12456,ID12457,ID12458,ID12459,ID12460,ID12461,ID12462,ID12463,ID12464,ID12465,ID12466,ID12467,ID12468,ID12469,ID12470,ID12471,ID12472,ID12473,ID12474,ID12475,ID12476,ID12477,ID12478,ID12479,ID12480,ID12481,ID12482,ID12483,ID12484,ID12485,ID12486,ID12487,ID12488,ID12489,ID12490,ID12491,ID12492,ID12493,ID12494,ID12495,ID12496,ID12497,ID12498,ID12499,ID12500,ID12501,ID12502,ID12503,ID12504,ID12505,ID12506,ID12507,ID12508,ID12509,ID12510,ID12511,ID12512,ID12513,ID12514,ID12515,ID12516,ID12517,ID12518,ID12519,ID12520,ID12521,ID12522,ID12523,ID12524,ID12525,ID12526,ID12527,ID12528,ID12529,ID12530,ID12531,ID12532,ID12533,ID12534,ID12535,ID12536,ID12537,ID12538,ID12539,ID12540,ID12541,ID12542,ID12543,ID12544,ID12545,ID12546,ID12547,ID12548,ID12549,ID12550,ID12551,ID12552,ID12553,ID12554,ID12555,ID12556,ID12557,ID12558,ID12559,ID12560,ID12561,ID12562,ID12563,ID12564,ID12565,ID12566,ID12567,ID12568,ID12569,ID12570,ID12571,ID12572,ID12573,ID12574,ID12575,ID12576,ID12577,ID12578,ID12579,ID12580,ID12581,ID12582,ID12583,ID12584,ID12585,ID12586,ID12587,ID12588,ID12589,ID12590,ID12591,ID12592,ID12593,ID12594,ID12595,ID12596,ID12597,ID12598,ID12599,ID12600,ID12601,ID12602,ID12603,ID12604,ID12605,ID12606,ID12607,ID12608,ID12609,ID12610,ID12611,ID12612,ID12613,ID12614,ID12615,ID12616,ID12617,ID12618,ID12619,ID12620,ID12621,ID12622,ID12623,ID12624,ID12625,ID12626,ID12627,ID12628,ID12629,ID12630,ID12631,ID12632,ID12633,ID12634,ID12635,ID12636,ID12637,ID12638,ID12639,ID12640,ID12641,ID12642,ID12643,ID12644,ID12645,ID12646,ID12647,ID12648,ID12649,ID12650,ID12651,ID12652,ID12653,ID12654,ID12655,ID12656,ID12657,ID12658,ID12659,ID12660,ID12661,ID12662,ID12663,ID12664,ID12665,ID12666,ID12667,ID12668,ID12669,ID12670,ID12671,ID12672,ID12673,ID12674,ID12675,ID12676,ID12677,ID12678,ID12679,ID12680,ID12681,ID12682,ID12683,ID12684,ID12685,ID12686,ID12687,ID12688,ID12689,ID12690,ID12691,ID12692,ID12693,ID12694,ID12695,ID12696,ID12697,ID12698,ID12699,ID12700}
@attribute age numeric
@attribute sex {FEMALE,MALE}
@attribute region {INNER_CITY,TOWN,RURAL,SUBURBAN}
@attribute income numeric
@attribute married {NO,YES}
@attribute children {0,1,2,3}
@attribute car {NO,YES}
@attribute save_act {NO,YES}
@attribute current_act {NO,YES}
@attribute mortgage {NO,YES}
@attribute pep {YES,NO}

@data
ID12277,40,MALE,TOWN,37558.5,YES,0,YES,YES,YES,NO,NO
ID12278,41,FEMALE,INNER_CITY,30099.3,YES,0,YES,YES,YES,YES,YES
ID12279,43,MALE,INNER_CITY,15254.8,YES,0,NO,NO,NO,NO,YES
ID12280,63,MALE,INNER_CITY,36086.1,YES,2,NO,NO,YES,NO,YES
ID12281,22,FEMALE,INNER_CITY,17655,YES,1,NO,YES,YES,YES,YES
ID12282,60,MALE,RURAL,56658.9,NO,0,NO,YES,YES,NO,YES
ID12283,65,FEMALE,INNER_CITY,37706.5,NO,0,YES,YES,YES,YES,NO
ID12284,48,FEMALE,INNER_CITY,18516,YES,2,YES,YES,YES,YES,NO
ID12285,38,FEMALE,INNER_CITY,29622,NO,0,YES,YES,NO,YES,NO
ID12286,49,MALE,RURAL,32669.9,YES,1,YES,YES,YES,YES,YES
ID12287,20,FEMALE,INNER_CITY,18275.5,YES,0,NO,NO,NO,YES,YES
ID12288,48,FEMALE,TOWN,34410,YES,1,NO,NO,YES,NO,YES
ID12289,38,MALE,INNER_CITY,34866.9,YES,2,YES,NO,YES,YES,NO
ID12290,41,FEMALE,INNER_CITY,21796.6,YES,0,NO,NO,YES,NO,NO
ID12291,67,FEMALE,SUBURBAN,63130.1,YES,2,YES,YES,YES,NO,YES
ID12292,39,MALE,INNER_CITY,14996.4,YES,1,YES,YES,NO,NO,NO
ID12293,64,FEMALE,RURAL,49024.9,YES,3,NO,YES,YES,NO,YES
ID12294,41,MALE,INNER_CITY,16249.8,YES,0,YES,NO,YES,YES,YES
ID12295,55,MALE,SUBURBAN,36192.1,YES,2,YES,NO,YES,NO,YES
ID12296,52,MALE,INNER_CITY,17839.9,YES,1,NO,YES,NO,YES,YES
ID12297,30,FEMALE,INNER_CITY,18802.4,NO,0,NO,NO,YES,YES,YES
ID12298,52,MALE,INNER_CITY,48720.3,YES,2,YES,YES,YES,NO,YES
ID12299,26,MALE,INNER_CITY,14585.9,NO,2,NO,NO,YES,YES,NO
ID12300,26,FEMALE,INNER_CITY,20819,YES,0,NO,YES,YES,NO,YES
ID12301,46,MALE,TOWN,26077.8,YES,1,YES,YES,YES,NO,YES
ID12302,46,FEMALE,TOWN,41627.1,YES,0,NO,YES,YES,YES,NO
ID12303,52,MALE,INNER_CITY,16977.3,YES,0,NO,NO,YES,NO,NO
ID12304,37,MALE,INNER_CITY,19012.8,NO,3,YES,NO,YES,NO,NO
ID12305,22,MALE,INNER_CITY,12764.8,YES,1,NO,YES,YES,YES,YES
ID12306,18,MALE,INNER_CITY,14388.6,NO,0,YES,NO,YES,YES,YES
ID12307,63,MALE,INNER_CITY,59409.1,NO,0,YES,YES,YES,NO,YES
ID12308,25,FEMALE,INNER_CITY,14960.2,YES,0,NO,YES,YES,YES,NO
ID12309,67,MALE,INNER_CITY,39666.6,YES,0,YES,YES,YES,NO,NO
ID12310,27,MALE,INNER_CITY,20771.9,NO,0,NO,YES,NO,NO,YES
ID12311,61,MALE,INNER_CITY,24474.1,NO,0,YES,NO,NO,NO,YES
ID12312,58,MALE,TOWN,33123.7,YES,1,YES,YES,YES,NO,YES
ID12313,22,MALE,INNER_CITY,14433.4,YES,0,YES,YES,YES,NO,YES
ID12314,28,MALE,TOWN,13175.5,NO,1,NO,NO,YES,NO,YES
ID12315,23,MALE,INNER_CITY,9824.37,YES,0,NO,YES,YES,NO,NO
ID12316,27,MALE,SUBURBAN,17610.3,YES,0,NO,YES,YES,NO,NO
ID12317,27,FEMALE,SUBURBAN,15156.2,YES,0,YES,NO,YES,NO,NO
ID12318,40,FEMALE,INNER_CITY,31774.1,YES,3,YES,YES,YES,YES,NO
ID12319,39,MALE,TOWN,31693.5,NO,0,YES,YES,NO,NO,YES
ID12320,35,FEMALE,INNER_CITY,28598.7,YES,0,YES,YES,YES,NO,NO
ID12321,37,FEMALE,INNER_CITY,26261.7,NO,2,YES,NO,NO,NO,NO
ID12322,47,MALE,INNER_CITY,42124.1,YES,2,NO,YES,YES,NO,YES
ID12323,42,FEMALE,INNER_CITY,39308.7,YES,1,NO,YES,YES,NO,YES
ID12324,67,FEMALE,INNER_CITY,43530,YES,0,NO,YES,YES,YES,NO
ID12325,57,MALE,RURAL,49874.4,YES,3,NO,YES,YES,NO,YES
ID12326,47,FEMALE,RURAL,27434.8,NO,0,YES,YES,YES,NO,YES
ID12327,67,MALE,INNER_CITY,50474.6,YES,2,YES,YES,YES,NO,YES
ID12328,56,MALE,TOWN,24888.2,NO,0,NO,YES,YES,NO,YES
ID12329,37,MALE,RURAL,28021.6,NO,0,YES,NO,YES,YES,YES
ID12330,27,MALE,INNER_CITY,12279.5,NO,0,YES,NO,NO,NO,YES
ID12331,59,FEMALE,INNER_CITY,30189.4,YES,0,YES,NO,YES,YES,YES
ID12332,31,MALE,INNER_CITY,28969.4,NO,1,NO,NO,YES,YES,NO
ID12333,31,MALE,SUBURBAN,14058.5,YES,0,NO,NO,YES,YES,YES
ID12334,32,FEMALE,TOWN,30404.3,YES,0,YES,YES,YES,NO,NO
ID12335,57,FEMALE,RURAL,41438.2,NO,3,NO,YES,NO,NO,NO
ID12336,49,FEMALE,INNER_CITY,16711.3,NO,1,NO,YES,YES,YES,YES
ID12337,65,MALE,TOWN,52255.9,NO,2,YES,YES,YES,NO,YES
ID12338,22,FEMALE,INNER_CITY,17866.9,YES,2,NO,YES,YES,YES,NO
ID12339,26,FEMALE,RURAL,18067.5,YES,2,NO,YES,NO,NO,NO
ID12340,23,MALE,INNER_CITY,12823.7,YES,0,YES,YES,YES,NO,NO
ID12341,26,FEMALE,RURAL,11299.3,YES,2,YES,NO,NO,NO,NO
ID12342,59,FEMALE,INNER_CITY,56031.1,NO,0,YES,YES,YES,NO,YES
ID12343,67,MALE,INNER_CITY,35263.5,YES,1,YES,YES,YES,NO,YES
ID12344,34,FEMALE,INNER_CITY,19968.1,YES,0,YES,YES,YES,NO,NO
ID12345,50,MALE,RURAL,27825.5,YES,2,YES,YES,NO,NO,NO
ID12346,46,MALE,SUBURBAN,37773.9,NO,0,YES,YES,YES,YES,NO
ID12347,23,FEMALE,INNER_CITY,7606.25,NO,3,YES,NO,NO,NO,NO
ID12348,26,MALE,RURAL,21384.4,YES,0,NO,NO,YES,NO,NO
ID12349,40,MALE,TOWN,20347,YES,3,NO,YES,YES,NO,NO
ID12350,36,MALE,TOWN,21332.3,YES,3,YES,NO,YES,NO,NO
ID12351,65,MALE,INNER_CITY,57671.7,NO,0,NO,YES,YES,YES,NO
ID12352,45,FEMALE,TOWN,36057.8,YES,1,YES,YES,YES,YES,YES
ID12353,23,MALE,INNER_CITY,14290.5,YES,2,NO,NO,YES,YES,NO
ID12354,42,FEMALE,TOWN,17882.9,YES,1,NO,NO,NO,NO,YES
ID12355,21,FEMALE,RURAL,10629.1,NO,3,NO,YES,YES,YES,NO
ID12356,62,FEMALE,INNER_CITY,24262.8,NO,0,YES,NO,YES,NO,YES
ID12357,49,FEMALE,SUBURBAN,26097.9,NO,2,NO,YES,YES,NO,NO
ID12358,28,FEMALE,TOWN,23371,YES,2,NO,NO,YES,YES,NO
ID12359,38,FEMALE,TOWN,21495.6,NO,3,NO,NO,YES,YES,NO
ID12360,36,MALE,TOWN,12166.9,NO,0,NO,NO,NO,NO,NO
ID12361,22,MALE,SUBURBAN,17180.2,YES,0,NO,YES,YES,NO,NO
ID12362,40,FEMALE,TOWN,28882.3,YES,1,NO,YES,YES,YES,YES
ID12363,40,FEMALE,TOWN,21612.2,YES,0,NO,NO,YES,NO,NO
ID12364,60,FEMALE,INNER_CITY,46358.4,YES,0,YES,YES,YES,YES,NO
ID12365,23,MALE,INNER_CITY,19166,NO,0,YES,YES,NO,NO,YES
ID12366,21,MALE,INNER_CITY,17921.8,YES,1,YES,NO,NO,NO,YES
ID12367,58,MALE,TOWN,33229,NO,0,YES,YES,YES,NO,YES
ID12368,48,FEMALE,SUBURBAN,30396.1,NO,0,NO,YES,YES,NO,YES
ID12369,63,FEMALE,TOWN,34625.2,YES,0,YES,NO,YES,NO,NO
ID12370,20,MALE,TOWN,16672.8,NO,3,YES,NO,YES,YES,NO
ID12371,67,FEMALE,SUBURBAN,60747.5,NO,2,NO,YES,YES,YES,YES
ID12372,62,FEMALE,INNER_CITY,56394.3,NO,0,YES,YES,YES,NO,YES
ID12373,36,MALE,TOWN,13236.4,YES,0,NO,YES,YES,NO,NO
ID12374,31,MALE,INNER_CITY,28409.4,YES,1,YES,NO,YES,NO,YES
ID12375,42,FEMALE,INNER_CITY,27056.5,YES,0,YES,YES,YES,NO,NO
ID12376,18,MALE,RURAL,9362.58,YES,0,YES,NO,YES,YES,YES
ID12377,46,FEMALE,SUBURBAN,28702.7,NO,1,NO,YES,YES,YES,YES
ID12378,25,MALE,TOWN,22366.1,YES,1,YES,YES,YES,NO,YES
ID12379,65,FEMALE,RURAL,24477.5,NO,0,NO,YES,NO,YES,NO
ID12380,40,MALE,TOWN,36972.4,YES,1,NO,NO,YES,YES,YES
ID12381,32,MALE,INNER_CITY,22327.8,YES,1,NO,NO,NO,NO,YES
ID12382,18,FEMALE,INNER_CITY,15610.2,YES,0,NO,YES,YES,NO,NO
ID12383,64,MALE,INNER_CITY,54314.5,YES,1,YES,YES,NO,NO,YES
ID12384,43,FEMALE,INNER_CITY,39175.8,YES,3,NO,YES,YES,YES,NO
ID12385,22,FEMALE,INNER_CITY,13739,YES,3,NO,YES,YES,NO,NO
ID12386,25,MALE,TOWN,9485.84,YES,0,NO,NO,NO,NO,NO
ID12387,39,MALE,INNER_CITY,24675.7,YES,1,YES,YES,YES,YES,YES
ID12388,58,FEMALE,INNER_CITY,28253.6,YES,3,NO,NO,YES,NO,NO
ID12389,33,MALE,INNER_CITY,14136.5,YES,1,NO,YES,NO,NO,NO
ID12390,52,FEMALE,RURAL,37162.1,YES,1,YES,YES,YES,NO,YES
ID12391,23,MALE,INNER_CITY,13519.2,NO,0,NO,YES,YES,NO,YES
ID12392,44,FEMALE,INNER_CITY,39253.6,NO,0,YES,YES,NO,NO,YES
ID12393,51,MALE,RURAL,46323.8,YES,2,YES,YES,YES,YES,YES
ID12394,26,FEMALE,TOWN,20950.7,YES,0,NO,YES,YES,NO,NO
ID12395,42,MALE,TOWN,22495.7,YES,0,NO,YES,NO,YES,NO
ID12396,34,MALE,TOWN,32548.9,YES,0,YES,YES,YES,YES,NO
ID12397,54,FEMALE,RURAL,24583.4,NO,2,YES,YES,YES,YES,NO
ID12398,18,MALE,RURAL,8639.24,YES,2,NO,NO,NO,NO,NO
ID12399,47,FEMALE,INNER_CITY,17139.5,NO,2,YES,NO,YES,NO,NO
ID12400,24,FEMALE,INNER_CITY,13667.7,YES,0,NO,YES,YES,NO,NO
ID12401,19,FEMALE,INNER_CITY,8162.42,YES,1,YES,YES,YES,YES,NO
ID12402,37,FEMALE,TOWN,15349.6,YES,0,NO,YES,NO,NO,NO
ID12403,45,FEMALE,TOWN,29231.4,YES,0,NO,YES,NO,NO,NO
ID12404,49,MALE,RURAL,41462.3,YES,3,NO,YES,YES,YES,NO
ID12405,67,FEMALE,RURAL,57398.1,NO,3,NO,YES,YES,NO,YES
ID12406,35,FEMALE,RURAL,11520.8,YES,0,NO,NO,YES,NO,NO
ID12407,63,MALE,INNER_CITY,52117.3,NO,2,YES,YES,YES,NO,YES
ID12408,38,MALE,RURAL,26281.4,NO,0,YES,YES,YES,NO,YES
ID12409,48,MALE,TOWN,25683.4,NO,2,YES,YES,YES,NO,NO
ID12410,28,FEMALE,INNER_CITY,11920.7,NO,1,NO,YES,YES,NO,NO
ID12411,46,MALE,TOWN,30658.7,YES,0,NO,YES,YES,NO,NO
ID12412,66,MALE,INNER_CITY,36646.4,NO,1,NO,YES,YES,NO,YES
ID12413,61,FEMALE,TOWN,30760.4,NO,2,YES,NO,YES,NO,YES
ID12414,18,FEMALE,RURAL,16109.9,NO,2,YES,YES,YES,NO,NO
ID12415,54,FEMALE,TOWN,18036.7,YES,0,YES,YES,NO,NO,NO
ID12416,45,MALE,RURAL,42628.3,NO,0,YES,YES,YES,YES,NO
ID12417,60,MALE,INNER_CITY,22110.1,NO,2,YES,YES,YES,NO,NO
ID12418,45,FEMALE,TOWN,37689.1,NO,1,NO,YES,YES,YES,YES
ID12419,31,FEMALE,INNER_CITY,23171.8,NO,2,NO,YES,NO,NO,NO
ID12420,39,MALE,SUBURBAN,21951.3,NO,0,YES,YES,YES,YES,NO
ID12421,53,MALE,INNER_CITY,38103.4,NO,2,YES,YES,YES,NO,YES
ID12422,35,MALE,RURAL,22882.9,YES,0,YES,NO,NO,YES,YES
ID12423,25,FEMALE,TOWN,11043.7,YES,1,YES,YES,NO,YES,NO
ID12424,32,MALE,TOWN,24027.6,NO,0,NO,YES,YES,NO,YES
ID12425,36,MALE,SUBURBAN,28495.1,YES,0,NO,YES,YES,NO,NO
ID12426,24,FEMALE,TOWN,9465.21,NO,0,NO,NO,YES,NO,YES
ID12427,39,MALE,INNER_CITY,34852.3,YES,1,NO,YES,NO,YES,YES
ID12428,24,MALE,INNER_CITY,21268.4,YES,0,NO,NO,YES,YES,YES
ID12429,57,FEMALE,RURAL,50849.2,NO,1,NO,YES,NO,YES,YES
ID12430,27,FEMALE,TOWN,18555.9,YES,3,NO,NO,YES,NO,NO
ID12431,66,FEMALE,RURAL,52769.9,YES,3,YES,YES,YES,NO,YES
ID12432,18,FEMALE,INNER_CITY,11601.4,YES,2,NO,YES,YES,YES,NO
ID12433,33,FEMALE,TOWN,29541.7,YES,0,NO,YES,NO,NO,NO
ID12434,48,MALE,SUBURBAN,17861,YES,2,NO,YES,YES,NO,NO
ID12435,23,FEMALE,SUBURBAN,21042,YES,1,NO,NO,YES,NO,YES
ID12436,44,MALE,TOWN,26688.1,YES,1,NO,YES,NO,YES,YES
ID12437,39,MALE,INNER_CITY,26900.6,YES,2,NO,NO,NO,YES,NO
ID12438,65,MALE,INNER_CITY,38080.9,YES,1,YES,YES,NO,YES,NO
ID12439,60,MALE,SUBURBAN,37554.1,YES,2,YES,YES,YES,YES,YES
ID12440,20,MALE,INNER_CITY,18184.6,YES,0,NO,NO,YES,YES,YES
ID12441,45,FEMALE,SUBURBAN,28864.9,YES,0,NO,YES,YES,NO,NO
ID12442,66,MALE,RURAL,48346.1,YES,1,YES,YES,NO,NO,YES
ID12443,64,MALE,INNER_CITY,53104.3,YES,0,YES,YES,YES,NO,NO
ID12444,51,FEMALE,INNER_CITY,19416.8,YES,0,NO,YES,YES,NO,NO
ID12445,34,MALE,RURAL,23638.1,YES,2,YES,YES,YES,NO,NO
ID12446,65,FEMALE,TOWN,42378.2,YES,1,NO,YES,YES,NO,YES
ID12447,50,MALE,RURAL,39745.3,YES,0,YES,YES,NO,YES,NO
ID12448,66,FEMALE,INNER_CITY,45189.8,YES,0,NO,YES,NO,NO,NO
ID12449,63,MALE,INNER_CITY,37930.9,YES,0,NO,YES,NO,YES,NO
ID12450,53,FEMALE,INNER_CITY,24042,NO,1,NO,NO,YES,NO,YES
ID12451,33,FEMALE,INNER_CITY,31207.1,NO,0,YES,NO,YES,YES,YES
ID12452,38,MALE,TOWN,24424.3,YES,0,NO,YES,YES,YES,NO
ID12453,56,FEMALE,RURAL,24607.8,NO,1,NO,YES,YES,YES,NO
ID12454,48,MALE,TOWN,43057,NO,1,YES,YES,YES,NO,YES
ID12455,49,FEMALE,SUBURBAN,30198.5,YES,0,YES,NO,YES,YES,YES
ID12456,54,FEMALE,RURAL,50186.1,YES,2,NO,YES,YES,YES,YES
ID12457,41,FEMALE,SUBURBAN,22916.1,YES,0,NO,NO,YES,NO,NO
ID12458,19,MALE,RURAL,9592.73,NO,0,NO,YES,YES,NO,YES
ID12459,52,FEMALE,INNER_CITY,34253.6,NO,3,YES,NO,YES,NO,NO
ID12460,52,FEMALE,INNER_CITY,22792.3,YES,1,YES,YES,NO,NO,YES
ID12461,64,FEMALE,TOWN,51620.8,NO,2,YES,YES,YES,NO,YES
ID12462,56,MALE,TOWN,19918.9,YES,3,NO,YES,YES,YES,NO
ID12463,56,MALE,TOWN,29625.1,YES,2,NO,NO,YES,NO,NO
ID12464,19,FEMALE,TOWN,12549,YES,0,NO,YES,YES,NO,NO
ID12465,56,FEMALE,TOWN,51299.3,YES,1,YES,YES,NO,NO,YES
ID12466,27,MALE,INNER_CITY,17364.8,YES,2,YES,YES,NO,NO,YES
ID12467,59,FEMALE,INNER_CITY,29866.9,NO,1,YES,NO,YES,NO,YES
ID12468,56,MALE,INNER_CITY,47750.2,YES,0,YES,YES,YES,YES,NO
ID12469,21,MALE,TOWN,11281.5,YES,0,NO,YES,YES,YES,NO
ID12470,64,MALE,INNER_CITY,34073.8,YES,3,NO,YES,NO,YES,NO
ID12471,62,MALE,INNER_CITY,46870.4,YES,0,NO,YES,YES,NO,NO
ID12472,44,FEMALE,INNER_CITY,38453.7,NO,2,NO,YES,YES,NO,YES
ID12473,24,FEMALE,INNER_CITY,7756.36,NO,0,NO,NO,NO,NO,YES
ID12474,52,FEMALE,INNER_CITY,28413.8,YES,0,NO,NO,YES,NO,NO
ID12475,67,FEMALE,SUBURBAN,47198.6,YES,2,NO,YES,YES,NO,YES
ID12476,41,MALE,INNER_CITY,20866.3,YES,0,YES,YES,YES,NO,NO
ID12477,58,FEMALE,TOWN,33204.3,NO,1,NO,NO,NO,YES,YES
ID12478,40,MALE,INNER_CITY,24823.5,NO,2,NO,NO,YES,NO,NO
ID12479,19,MALE,SUBURBAN,17986.8,YES,0,NO,NO,YES,YES,YES
ID12480,20,FEMALE,INNER_CITY,9909.82,YES,3,NO,NO,YES,NO,NO
ID12481,56,FEMALE,TOWN,26542.8,NO,0,YES,YES,YES,NO,YES
ID12482,46,FEMALE,INNER_CITY,32583.5,YES,2,YES,YES,YES,NO,NO
ID12483,30,MALE,INNER_CITY,14606.6,YES,1,NO,NO,YES,NO,NO
ID12484,40,FEMALE,TOWN,34836.8,YES,1,YES,YES,YES,NO,YES
ID12485,36,FEMALE,TOWN,26920.8,YES,0,NO,NO,YES,NO,NO
ID12486,57,FEMALE,INNER_CITY,38248.3,NO,3,YES,NO,YES,YES,NO
ID12487,49,MALE,INNER_CITY,15689.1,NO,0,NO,NO,YES,NO,NO
ID12488,61,MALE,INNER_CITY,30157.7,NO,1,YES,NO,NO,NO,YES
ID12489,29,MALE,INNER_CITY,14642.2,NO,0,YES,NO,YES,NO,YES
ID12490,48,FEMALE,INNER_CITY,15933.3,YES,0,NO,YES,NO,NO,NO
ID12491,56,FEMALE,INNER_CITY,44288.3,YES,0,NO,YES,YES,NO,NO
ID12492,40,MALE,TOWN,22197.1,NO,0,YES,NO,YES,NO,YES
ID12493,58,FEMALE,TOWN,38248.3,YES,3,YES,YES,NO,NO,NO
ID12494,60,FEMALE,INNER_CITY,22053.2,YES,2,YES,YES,NO,YES,NO
ID12495,58,FEMALE,SUBURBAN,25468.5,NO,0,YES,NO,NO,YES,YES
ID12496,67,FEMALE,TOWN,23485.9,YES,3,YES,NO,NO,YES,NO
ID12497,40,MALE,RURAL,25768.6,YES,0,YES,YES,NO,NO,NO
ID12498,48,MALE,INNER_CITY,34182.2,YES,2,NO,YES,YES,NO,YES
ID12499,64,FEMALE,INNER_CITY,57444.5,NO,1,NO,YES,YES,NO,YES
ID12500,43,MALE,TOWN,38059.8,YES,0,YES,YES,NO,YES,NO
